,speaker,text,role,date,title
51,#rifmokrad,"По крайней мере, муж должен принуждать к тому свою жену, чтобы в доме была   благоустройность.",parent,1788,krylov-prokazniki
52,#rifmokrad,Я сердечно о сем сокрушаюсь.,parent,1788,krylov-prokazniki
53,#taratora,"Правда, это малость...",parent,1788,krylov-prokazniki
54,#rifmokrad,"Вы говорите прекрасно, сударь!",parent,1788,krylov-prokazniki
55,#taratora,"А я вам за него ручаюсь, что он никогда не льстит. Посмотрите, он сам это пишет в   своих одах.",parent,1788,krylov-prokazniki
56,#rifmokrad,"Самая истина, сударь! Ну, право, вы делаете честь всему дворянству.",parent,1788,krylov-prokazniki
57,#rifmokrad,"Мы все ваши слова святыми почитаем, сударь...",parent,1788,krylov-prokazniki
58,#taratora,"Ха, ха, ха! какой глупец этот твой братец, княжна: можно, право, подумать, что у вас   и батюшка один!",parent,1788,krylov-prokazniki
59,#rifmokrad,По крайней мере вы заглаждаете собою это незнание.,parent,1788,krylov-prokazniki
60,#taratora,"Мне чудно, что он ни одного слова не сказал умного, все так не остро, так глупо; и   думаю, пошел отселе уверен, что разумнее Соломона!",parent,1788,krylov-prokazniki
61,#rifmokrad,Это слабость человеческая: мы все о себе много думаем.,parent,1788,krylov-prokazniki
62,#taratora,"Нет! Да таки вот ты, мой батюшка, о себе не много думаешь; я, право, о себе также   мало думаю.",parent,1788,krylov-prokazniki
63,#rifmokrad,"Я признаюсь, что я о себе никогда много не думаю.",parent,1788,krylov-prokazniki
64,#rifmokrad,"Помню, помню, сударыня! Но, оставя это, поговорим лучше о Прияте. Он, кажется,   приходил просить, чтобы мы с ним сделали это родство.",parent,1788,krylov-prokazniki
65,#taratora,"Так, так, и просил прямо по-деревенски. Приметил ли ты, батюшка, что он чуть в ноги   не повалился?",parent,1788,krylov-prokazniki
66,#rifmokrad,"И, матушка, допущу ль я человека до такой слабости! Ты видела, что я его удержал.",parent,1788,krylov-prokazniki
67,#taratora,"Но со всем тем он ужасно мне не понравился. Послушай, душа моя, мне сватали другого   жениха моей дочери, — как ты думаешь?",parent,1788,krylov-prokazniki
68,#rifmokrad,"Очень хорошо! это прекрасно вздумано! Как ты изволишь, радость моя! Да кто это такой?   и кто его представляет?",parent,1788,krylov-prokazniki
69,#taratora,"Представляет господин Ланцетин, наш лекарь, а жених господин Тянислов.",parent,1788,krylov-prokazniki
70,#rifmokrad,"Тянислов! Ну что ж, человек очень изрядный!",parent,1788,krylov-prokazniki
71,#taratora,"И! ну, право, он малый добрый!",parent,1788,krylov-prokazniki
72,#taratora,"Ну да, братец твой сущая деревенщина! В нем ни капли городского нет.",parent,1788,krylov-prokazniki
73,#rifmokrad,"Братец ваш, правда, забавный человек... Да что он говорил о пропаже?",parent,1788,krylov-prokazniki
74,#taratora,"Кстати! Ну есть ли в этом путь? у него в передней плащ украли, а нам об этом   доносить? Ну, льзя ли за всем усмотреть?",parent,1788,krylov-prokazniki
75,#rifmokrad,"И как в эту мелочь входить, чтобы с людьми связываться! Я ж, признаюсь, так   мягкосердечен... Впрочем, мы все смертные: ну что же, если и украли?",parent,1788,krylov-prokazniki
76,#taratora,"Так, право, за Тянислова? а у нас ведь будет же сегодни бал, так вот и сделаем   помолвку.",parent,1788,krylov-prokazniki
77,#rifmokrad,"Как изволишь, душа моя! ты знаешь, что я всем этим мало занимаюсь. Да какой у нас   сегодни бал?",parent,1788,krylov-prokazniki
78,#taratora,"Я было приготовила его для помолвки дочери с Милоном. Как здесь много денег надобно!   Княжна, куда ни обернись, везде деньги нужны; за что ни схватись, все денег стоит.",parent,1788,krylov-prokazniki
79,#rifmokrad,"Однако, душа моя, чтобы не нести лишних убытков, ты бы записывала, когда сколько   даешь.",parent,1788,krylov-prokazniki
80,#taratora,"И, батюшка, это будет бесконечный счет!",parent,1788,krylov-prokazniki
81,#rifmokrad,"Мне кажется, можно, не зная, угадать, что княжна сестра Азбукину.",parent,1788,krylov-prokazniki
82,#taratora,"Ах, батюшка! я с роду такой дуры не видала! Но что же о Прияте, душа моя?",parent,1788,krylov-prokazniki
83,#rifmokrad,"Воля твоя, свет мой; жени на ней, кого ты хочешь. Сама ты знаешь, что я в эти дела не   вступаюсь. Правда, Милон во многие дома вхож, малый не дурак, а Тянислов   простенек.",parent,1788,krylov-prokazniki
84,#taratora,"Но как ты думаешь: ведь и Прията-то очень проста! Я, право, не помню, в кого она   родилась: ни в тебя, ни в меня.",parent,1788,krylov-prokazniki
85,#rifmokrad,"Так! у ней очень вздорный разум; нет такой скорости, какую ты имеешь.",parent,1788,krylov-prokazniki
86,#taratora,"И такой тонкости, какая у тебя находится, жизнь моя.",parent,1788,krylov-prokazniki
87,#rifmokrad,"В ней нет такой глубокости и обширности, какая у тебя.",parent,1788,krylov-prokazniki
88,#taratora,"Она совсем не так проницательна, как ты, свет мой! Приметь сам: ну, право, в ней ни   капли твоего нет; а Тянислову-то бы она была кстати: он парень простой.",parent,1788,krylov-prokazniki
89,#rifmokrad,"То-то, не слишком ли уже прост?",parent,1788,krylov-prokazniki
90,#taratora,"Тем лучше, душа моя: мне хочется, чтобы во всей нашей родне никого умнее нас не   было.",parent,1788,krylov-prokazniki
91,#rifmokrad,"Но кстати: сегодня Тянислов хотел мне читать свои стихи. Ты знаешь, может ли он   хорошо писать?",parent,1788,krylov-prokazniki
92,#taratora,"И ты знаешь, что я всегда хохочу!",parent,1788,krylov-prokazniki
93,#rifmokrad,"Он мне хотел принести их на суд. Но тебе известен мой нрав, что я ничего хулить не   люблю и все называю прекрасным.",parent,1788,krylov-prokazniki
94,#taratora,"Разумею! Ты хочешь, чтобы, вместо тебя, я ему хорошенько напела.",parent,1788,krylov-prokazniki
95,#rifmokrad,"Если бы стихи хороши были, то бы я и сам отдал им справедливость.",parent,1788,krylov-prokazniki
96,#taratora,Да чем они дурны?,parent,1788,krylov-prokazniki
97,#rifmokrad,"Я... я еще их не видал. Ну, да довольно того, что здесь никто не может хорошо   писать.",parent,1788,krylov-prokazniki
98,#taratora,"Довольно и того, душа моя, что они не твои! Пожалуй же, сядь возле меня и тихонько   дерни меня за платье, когда надобно будет.",parent,1788,krylov-prokazniki
99,#rifmokrad,"Хорошо, хорошо. И когда я стану хвалить, да тебя дерну, то ты старайся как можно   более замечать во всех родах... Ну, да тебя уже не переучивать, радость моя!",parent,1788,krylov-prokazniki
100,#taratora,"Знаю, батюшка! Признаться, я люблю ценить всех, кого знаю; и если б ты не был моим   мужем, то бы и в тебе нашла я тысячу глупостей... Только, пожалуй, дергай меня почаще,   а то ты так терпелив, что я часто и тебя не дожидаюсь.",parent,1788,krylov-prokazniki
101,#rifmokrad,"Не бойся, уже я и сам не замедлю.",parent,1788,krylov-prokazniki
102,#rifmokrad,"Вы, государи мои, кажется, что-то хотели мне сказать?",parent,1788,krylov-prokazniki
103,#rifmokrad,"Вы говорите истину, сударь! Правда, точная правда!",parent,1788,krylov-prokazniki
104,#taratora,"И, господин Ланцетин, где ж у него водяная и горячка? Право, это неправда.",parent,1788,krylov-prokazniki
105,#taratora,"И, батюшка! с тех пор, как я его знаю, он все таков.",parent,1788,krylov-prokazniki
106,#rifmokrad,"Вы ей много чести делаете, сударь, сим желанием.",parent,1788,krylov-prokazniki
107,#rifmokrad,"Мне ничто не может быть приятнее этого предложения. Он человек молодой и ученый, а я   ищу себе приятелей из таких людей.",parent,1788,krylov-prokazniki
108,#rifmokrad,"Это очень похвально, сударь, в молодом человеке. Не изволите ль знать еще каких   наук?",parent,1788,krylov-prokazniki
109,#rifmokrad,"Вы меня обяжете, сударь! Каким же образом?",parent,1788,krylov-prokazniki
110,#rifmokrad,"Признаюсь, что я очень замечательно внимаю французов.",parent,1788,krylov-prokazniki
111,#taratora,"Оставь это; я очень верю, что ты ученый человек, и рада за тебя отдать мою дочь.",parent,1788,krylov-prokazniki
112,#rifmokrad,"Ваши сочинения все прекрасны, сударь! в них греческая простота.",parent,1788,krylov-prokazniki
113,#taratora,"Ну, да мудрено ль, мой батюшка? ты сам у нас так чуден, что похож на грека.",parent,1788,krylov-prokazniki
114,#rifmokrad,"Это, сударь, вам честь делает, что, несмотря на то, что у вас русское прозванье, вы   изволите быть греком.",parent,1788,krylov-prokazniki
115,#rifmokrad,"Я, сударь, ищу приятелей, и вам очень рад.",parent,1788,krylov-prokazniki
116,#rifmokrad,"В каком роде сочинений изволите упражняться, сударь?",parent,1788,krylov-prokazniki
117,#rifmokrad,С вами грешно об этом спорить.,parent,1788,krylov-prokazniki
118,#taratora,"Я бы, сударь, желала видеть ваши сочинения и думаю, что они так же прекрасны, как и   вы.",parent,1788,krylov-prokazniki
119,#taratora,"И, сударь! будто моя красота так совершенна.",parent,1788,krylov-prokazniki
120,#rifmokrad,Позвольте мне удивляться вашим стихам!,parent,1788,krylov-prokazniki
121,#rifmokrad,"Прекрасны, сударь, можете ли вы в том сомневаться?",parent,1788,krylov-prokazniki
122,#rifmokrad,Что я слышу? Вы шутите!,parent,1788,krylov-prokazniki
123,#rifmokrad,"Я нетерпеливо желаю слышать вашу историю и, чем могу вам помочь... Сядемте,   сударыня!",parent,1788,krylov-prokazniki
124,#rifmokrad,"Разумею, сударыня: вы хотите, чтобы я отказал ему; и племяннице?",parent,1788,krylov-prokazniki
125,#rifmokrad,Но моя жена уже дала ему слово; я бы хотел...,parent,1788,krylov-prokazniki
126,#rifmokrad,"Что вы делаете, сударыня?",parent,1788,krylov-prokazniki
127,#rifmokrad,Ах! вы все со стихами!,parent,1788,krylov-prokazniki
128,#rifmokrad,"Ах! это господин, которого схватил обморок! Я бегу послать в аптеку и сказать   жене...",parent,1788,krylov-prokazniki
129,#rifmokrad,"Ах, нет! вы его простудите... не читайте ничего, только побудьте с ним.",parent,1788,krylov-prokazniki
130,#taratora,"Он в обмороке! Поскорее, господин Ланцетин; его надобно расстегать, чтобы   провеять.",parent,1788,krylov-prokazniki
131,#taratora,"Ах, нет! лучше спирту в нос...",parent,1788,krylov-prokazniki
132,#taratora,Он ожил! правда ли это?,parent,1788,krylov-prokazniki
133,#taratora,"Как я перепужалась, душа моя! мне сказали, что ты умер. Ну, ты не поверишь, я этим   так сконфузилась, что у меня все волосы дыбом стали.",parent,1788,krylov-prokazniki
134,#taratora,Как ты прекрасно шутишь! Я читала твое письмо: склад ей-ей хорош.,parent,1788,krylov-prokazniki
135,#taratora,"То нет, но я, право, боюсь сделаться слабою... а должность...",parent,1788,krylov-prokazniki
136,#taratora,"Помилуй, свет мой! чем я это заслужила?",parent,1788,krylov-prokazniki
137,#taratora,"Ах, нет! не умирай! ты нужен... Но кого тебе надобно, чтобы здесь не было? только   скажи, — всех с двора собью, и первого мужа!",parent,1788,krylov-prokazniki
138,#taratora,"Ах, да он нареченный моей племяннице муж...",parent,1788,krylov-prokazniki
139,#taratora,Что такое?,parent,1788,krylov-prokazniki
140,#taratora,"Я бы охотно, мой батюшка; но как мы также дали слово, так позволь и нам подумать с   своей стороны.",parent,1788,krylov-prokazniki
141,#rifmokrad,"Так, сударь; я у вас о том же прошу, а впрочем, я за честь ставлю...",parent,1788,krylov-prokazniki
142,#rifmokrad,"Вам, сударь, конечно, завистники обнесли меня; но, чтобы доказать, что я сам могу   вздумать что-нибудь достойное примечания...",parent,1788,krylov-prokazniki
143,#taratora,"А что там ты вздумал, душа моя?",parent,1788,krylov-prokazniki
144,#rifmokrad,"О, преславное дело! Но мне надобно еще посекретничать, чтобы кто другой не   перехватил.",parent,1788,krylov-prokazniki
145,#taratora,"Господа, пожалуйте в эту комнату: мы тотчас к вам будем.",parent,1788,krylov-prokazniki
146,#rifmokrad,Новый род стихов.,parent,1788,krylov-prokazniki
147,#taratora,Какой?,parent,1788,krylov-prokazniki
148,#rifmokrad,"Я сделаю таким образом, чтоб было в стопе четыре долгих и одна короткая.",parent,1788,krylov-prokazniki
149,#taratora,"Прекрасно, свет мой! Но не лучше ли, чтоб коротких-то ни одной не было, а все бы   долгие?",parent,1788,krylov-prokazniki
150,#rifmokrad,Да это уже очень трудно набирать будет.,parent,1788,krylov-prokazniki
151,#taratora,Долгие-то придают более важности.,parent,1788,krylov-prokazniki
152,#rifmokrad,"Я уже выпил две чашки, свет мой!",parent,1788,krylov-prokazniki
153,#priyata,"Ежели дядюшке и тетушке угодно, я соглашаюсь.",children,1788,krylov-prokazniki
154,#rifmokrad,"Я, сударыня, не примечаю совсем этого, бывши занят; у меня жена их к тому   наряжает.",parent,1788,krylov-prokazniki
155,#taratora,"Нет, матушка; иногда он, иногда другой.",parent,1788,krylov-prokazniki
156,#taratora,"И! нет, мать моя. Кому досуг.",parent,1788,krylov-prokazniki
157,#rifmokrad,Как угодно жене: я соглашаюсь.,parent,1788,krylov-prokazniki
158,#taratora,Как он хочет: за мной слова нет.,parent,1788,krylov-prokazniki
159,#taratora,"Ба! Ланцетин сел в карты! куда как мне хочется с ним поиграть!.. Пусти-тко меня,   матушка, я с ним немного поиграю.",parent,1788,krylov-prokazniki
160,#taratora,"И, матушка, отдохни хоть немножко: неужли ты не устала?",parent,1788,krylov-prokazniki
161,#rifmokrad,"Воспользуясь теперешнею минутою... Итак, сударыня, я решился отказать Тянислову... Но   позвольте в награждение за этот отказ... Вы краснеете? Ах, сударыня, это оттого, что я   несчастлив!",parent,1788,krylov-prokazniki
162,#taratora,"Ну, пять, сударь!",parent,1788,krylov-prokazniki
163,#taratora,"Как ты забавен! пять, свет мой!",parent,1788,krylov-prokazniki
164,#taratora,"Пять, мой ангел! пять, говорю я!",parent,1788,krylov-prokazniki
165,#taratora,Нет! вить полных-то у нас немного.,parent,1788,krylov-prokazniki
166,#taratora,О! сударь! он у нас великий сатирик и всем дает свои прозванья и имена.,parent,1788,krylov-prokazniki
167,#rifmokrad,"Ну! что же, сударь! вить все видят, что он сказал не похоже на истину.",parent,1788,krylov-prokazniki
168,#taratora,"Как, сударь! ты мужа моего называешь вором? ты позабыл, что я обещала, при малейшем   твоем проступке, тебя со двора согнать взашей; а как ты это заслужил, так — вон,   милости прошу.",parent,1788,krylov-prokazniki
169,#taratora,Что ж! не эпиграмму ль ты на меня хочешь написать?,parent,1788,krylov-prokazniki
170,#taratora,"Всякий день, mon cher; вить надобно же чем-нибудь время проводить.",parent,1788,krylov-prokazniki
171,#priyata,Если позволит мне матушка открыть вам мои чувства...,children,1788,krylov-prokazniki
172,#taratora,"С богом, мать моя! Ты мне только досажала...",parent,1788,krylov-prokazniki
173,#priyata,Чем я вам досажала?,children,1788,krylov-prokazniki
174,#taratora,"Всем! Не стыдно ли, что ты меня переросла, свет мой, и делаешь меня бабушкою? Девушка   уже ты невеста, а все растешь.",parent,1788,krylov-prokazniki
175,#priyata,"Но льзя ль обвинять меня, в чем одна природа...",children,1788,krylov-prokazniki
176,#taratora,"Природа, мать моя! природа! Да для чего ж я не росла в твою пору? И муж мой лет за   пять до свадьбы знал меня такою же, какою я за него вышла.",parent,1788,krylov-prokazniki
177,#rifmokrad,"Так, радость моя! Мне сказывали, что ты еще за несколько лет и до меня была такою же,   какою я тебя зачал знать.",parent,1788,krylov-prokazniki
178,#taratora,"В нашей фамилии все женщины скоро расти перестают. Она первая у нас выродок. Но бог с   ней! Нажив себе партию, избавит меня лишних хлопот; а господин Милон, сделавшись нам   родней, я думаю, не подаст причины мне на себя жаловаться.",parent,1788,krylov-prokazniki
179,#taratora,"Но мне, батюшка, еще кое-что надобно тебе сказать. Выдь отсель, Прията; а госпожа   Тройкина и господин Милон сделают тебе товарищество.",parent,1788,krylov-prokazniki
180,#taratora,"После, господин Ланцетин!",parent,1788,krylov-prokazniki
181,#taratora,"Подите, сударь; и я не замедлю его умножить.",parent,1788,krylov-prokazniki
182,#rifmokrad,"Если позволите, так и я его умножу.",parent,1788,krylov-prokazniki
183,#taratora,Мне нужно с тобою поговорить.,parent,1788,krylov-prokazniki
184,#rifmokrad,Этот дурак нам мешает.,parent,1788,krylov-prokazniki
185,#rifmokrad,"Помилуйте, сударь, за что же нас лишать удовольствия вас видеть?",parent,1788,krylov-prokazniki
186,#taratora,"Эдакая деревенщина! Если бы ты не был дядя моего зятя, то бы вытолкала я тебя в шею.   — Сядемте, сударь!",parent,1788,krylov-prokazniki
187,#rifmokrad,"Выживи его как-нибудь отселе. — Итак, сударь, вы, слава богу, благополучно сюда   доехали?",parent,1788,krylov-prokazniki
188,#rifmokrad,"Да, что ты хотела мне сказать? Скажи, этого дурака нельзя выжить: он очень смешон.   Ха! ха! ха!",parent,1788,krylov-prokazniki
189,#taratora,"А при нем говорить нельзя. Я также чуть не тресну от смеха. Ха, ха, ха!",parent,1788,krylov-prokazniki
190,#rifmokrad,"Ничего, сударь! Я над нею смеюсь.",parent,1788,krylov-prokazniki
191,#taratora,"А я, право, над ним, сударь!",parent,1788,krylov-prokazniki
192,#rifmokrad,"Останьтесь у нас, сударь! Неужели вам такая нужда?",parent,1788,krylov-prokazniki
193,#taratora,"Да ежели, сударь, есть надобность, так мы вас не беспокоим.",parent,1788,krylov-prokazniki
194,#rifmokrad,"Я вижу, сударь, что вы из учтивости к нам остаетесь, но мы вас никак не просим; вам,   верно, есть нужда.",parent,1788,krylov-prokazniki
195,#rifmokrad,"Неправда, сударь: вы из учтивости скрываете свою нужду.",parent,1788,krylov-prokazniki
196,#taratora,"Я это по глазам вижу; но я, право, не стерплю, чтоб вы долее себя принуждали",parent,1788,krylov-prokazniki
197,#rifmokrad,"Нет, сударь, я не люблю, чтоб для меня принуждались. Я люблю, чтоб со мною обходились   вольно; и, с позволения вашего, пособлю вас вывесть.",parent,1788,krylov-prokazniki
198,#taratora,"Воля ваша, сударь, я удовольствием почитаю угадывать мысли и угождать людям.",parent,1788,krylov-prokazniki
199,#rifmokrad,"Без чинов, сударь, прощайте! прощайте!",parent,1788,krylov-prokazniki
200,#taratora,"Ха! ха! ха! Какое у тебя пылкое воображение, душа моя! Ты так учтиво его вытолкал,   что он почел то одолжением.",parent,1788,krylov-prokazniki
201,#rifmokrad,"Так и должно жить в нынешнем свете, душа моя! Надобно выталкивать так, чтоб за то   благодарили. Но что ты хотела мне сказать?",parent,1788,krylov-prokazniki
202,#taratora,"Да вот что: испросивши от тебя позволение, чтоб выдать Прияту за Тянислова, я   немножко поторопилась и до свадьбы позволила ему...",parent,1788,krylov-prokazniki
203,#rifmokrad,Что такое?,parent,1788,krylov-prokazniki
204,#taratora,"Взять десять тысяч ассигнациями, назначенных ей в приданое.",parent,1788,krylov-prokazniki
205,#rifmokrad,"Что ты говоришь!.. Ну, что мы станем делать? на что ты дала Тянислову-то, душа   моя?",parent,1788,krylov-prokazniki
206,#taratora,"Ах, мой батюшка! не столько жаль, что я ему, собаке, дала, да то беда, что вить   Милону-то опять-таки дать надобно.",parent,1788,krylov-prokazniki
207,#rifmokrad,"То-то и горе, мой свет! Вот как ты неосторожна! десять тысяч, будто это шутка!",parent,1788,krylov-prokazniki
208,#taratora,"Но добро же он, бездельник! Я его заманю к себе и велю его прибить, как каналью,   своим людям; а потом поеду к нему в дом, разобью сама у него все двери, войду к нему в   спальню и выну у него насильно...",parent,1788,krylov-prokazniki
209,#rifmokrad,"Нет, душа моя, за это в полицию попадешь. Ты у него насильно не вынимай, а надобно   делать все с доброго согласия. А я так вот как думаю: надобно, чтоб он сюда пришел;   если это будет, то я его обласкаю, расхвалю его стихи, подтвержду мое обещание выдать   за него Прияту и выманю у него наши деньги... А потом ты можешь сказать мне, что будто   ты на это не соглашаешься; — так вот это и будет учтивый отказ.",parent,1788,krylov-prokazniki
210,#taratora,Но если он деньги не отдаст?,parent,1788,krylov-prokazniki
211,#rifmokrad,Так пусть же уж возьмет и Прияту нашу.,parent,1788,krylov-prokazniki
212,#taratora,Да бедняжка-то любит Милона!,parent,1788,krylov-prokazniki
213,#rifmokrad,"Все на свете привычка, свет мой: и кошка с собакой привыкают дружно жить в одном   доме. Вить и я к тебе привык же.",parent,1788,krylov-prokazniki
214,#taratora,"Хорошо, батюшка! Так надобно за ним послать. Но, право, не лучше ли поколотить-то   его?",parent,1788,krylov-prokazniki
215,#rifmokrad,"Нет! ни того, ни другого не надобно, а надобно его самого дождаться. Он просил меня   просмотреть план трагедии: не придет ли он со мною о нем посоветовать? Но поди, жизнь   моя, к гостям и пришли мне сюда французские трагедии, которые лежат в моей комнате.   Мне надобно докончать один монолог.",parent,1788,krylov-prokazniki
